Remplacez 'car' dans cette phrase : 'Il ne sortira pas car il pleut.'|Il ne sortira pas *parce que* il pleut. OU Il ne sortira pas *puisque* il pleut. OU Il ne sortira pas *, il pleut.*
Quelle est la fonction du marqueur *car* dans : 'Il ne sortira pas *car* il pleut' ?|Cause/explication - Le marqueur 'car' exprime la raison pour laquelle il ne sort pas
Remplacez 'cependant' : 'Il fait froid, cependant nous sortirons.'|Il fait froid, *mais* nous sortirons. OU Il fait froid, *toutefois* nous sortirons. OU Il fait froid, *néanmoins* nous sortirons.
Identifiez la fonction de *cependant* dans : 'Il fait froid, *cependant* nous sortirons.'|Opposition/concession - 'Cependant' marque un contraste entre le fait qu'il fait froid et la décision de sortir
Substituez 'ainsi' : 'Il a beaucoup étudié, ainsi il a réussi.'|Il a beaucoup étudié, *donc* il a réussi. OU Il a beaucoup étudié, *par conséquent* il a réussi. OU Il a beaucoup étudié, *c'est pourquoi* il a réussi.
Quelle relation exprime *ainsi* dans : 'Il a beaucoup étudié, *ainsi* il a réussi' ?|Conséquence/résultat - 'Ainsi' indique que la réussite est la conséquence logique du fait d'avoir étudié
Remplacez 'en outre' : 'Ce livre est intéressant. En outre, il est bien écrit.'|Ce livre est intéressant. *De plus*, il est bien écrit. OU Ce livre est intéressant. *Par ailleurs*, il est bien écrit. OU Ce livre est intéressant. *Qui plus est*, il est bien écrit.
Analysez la fonction de *en outre* dans : 'Ce livre est intéressant. *En outre*, il est bien écrit.'|Addition/ajout - 'En outre' ajoute une information supplémentaire positive sur le livre
Substituez 'bien que' : 'Bien qu'il soit fatigué, il continue à travailler.'|*Malgré* sa fatigue, il continue à travailler. OU *Quoiqu'*il soit fatigué, il continue à travailler. OU *Même si* il est fatigué, il continue à travailler.
Identifiez le rôle de *bien que* dans : '*Bien qu'*il soit fatigué, il continue à travailler.'|Opposition/concession - 'Bien que' exprime une opposition entre la fatigue et l'action de continuer
Remplacez 'puisque' : 'Puisque tu es là, aide-moi.'|*Comme* tu es là, aide-moi. OU *Étant donné que* tu es là, aide-moi. OU *Du fait que* tu es là, aide-moi.
Déterminez la fonction de *puisque* dans : '*Puisque* tu es là, aide-moi.'|Cause/justification - 'Puisque' présente une raison évidente pour demander de l'aide
Substituez 'en revanche' : 'Marie aime le thé. En revanche, Paul préfère le café.'|Marie aime le thé. *En contrepartie*, Paul préfère le café. OU Marie aime le thé. *Par contre*, Paul préfère le café. OU Marie aime le thé. *À l'inverse*, Paul préfère le café.
Quelle relation marque *en revanche* dans : 'Marie aime le thé. *En revanche*, Paul préfère le café' ?|Opposition/contraste - 'En revanche' oppose les préférences différentes de Marie et Paul
Remplacez 'par conséquent' : 'Il pleut, par conséquent la match est annulé.'|Il pleut, *donc* le match est annulé. OU Il pleut, *ainsi* le match est annulé. OU Il pleut, *de ce fait* le match est annulé.
Analysez *par conséquent* dans : 'Il pleut, *par conséquent* le match est annulé.'|Conséquence/résultat - 'Par conséquent' indique que l'annulation est la suite logique de la pluie
Substituez 'tandis que' : 'Il travaille tandis qu'elle se repose.'|Il travaille *alors qu'*elle se repose. OU Il travaille *pendant qu'*elle se repose. OU Il travaille *cependant qu'*elle se repose (soutenu).
Identifiez la fonction de *tandis que* dans : 'Il travaille *tandis qu'*elle se repose.'|Opposition/simultanéité - 'Tandis que' marque une opposition entre deux actions simultannées
Remplacez 'd'abord' : 'D'abord, nous irons au marché, puis au cinéma.'|*Tout d'abord*, nous irons au marché, puis au cinéma. OU *En premier lieu*, nous irons au marché, puis au cinéma. OU *Premièrement*, nous irons au marché, puis au cinéma.
Quelle est la fonction de *d'abord* dans : '*D'abord*, nous irons au marché, puis au cinéma' ?|Chronologie/ordre - 'D'abord' indique la première étape dans une séquence d'actions
Substituez 'néanmoins' : 'Le projet est difficile, néanmoins nous réussirons.'|Le projet est difficile, *cependant* nous réussirons. OU Le projet est difficile, *pourtant* nous réussirons. OU Le projet est difficile, *malgré tout* nous réussirons.
Déterminez le rôle de *néanmoins* dans : 'Le projet est difficile, *néanmoins* nous réussirons.'|Opposition/concession - 'Néanmoins' exprime une détermination malgré la difficulté
Remplacez 'autrement dit' : 'Il est absent, autrement dit il ne viendra pas.'|Il est absent, *c'est-à-dire* qu'il ne viendra pas. OU Il est absent, *en d'autres termes* il ne viendra pas. OU Il est absent, *bref* il ne viendra pas.
Identifiez la fonction de *autrement dit* dans : 'Il est absent, *autrement dit* il ne viendra pas.'|Reformulation/précision - 'Autrement dit' clarifie ou reformule l'information précédente
Substituez 'grâce à' : 'Grâce à ton aide, j'ai réussi.'|*À cause de* ton aide, j'ai réussi. (moins positif) OU *Par* ton aide, j'ai réussi. OU *Du fait de* ton aide, j'ai réussi.
Analysez *grâce à* dans : '*Grâce à* ton aide, j'ai réussi.'|Cause positive/moyen - 'Grâce à' exprime une cause favorable ou bénéfique
Remplacez 'au contraire' : 'Ce n'est pas cher, au contraire c'est abordable.'|Ce n'est pas cher, *bien au contraire* c'est abordable. OU Ce n'est pas cher, *à l'opposé* c'est abordable. OU Ce n'est pas cher, *tout au contraire* c'est abordable.
Quelle relation exprime *au contraire* dans : 'Ce n'est pas cher, *au contraire* c'est abordable' ?|Opposition forte/rectification - 'Au contraire' renforce l'opposé de ce qui pourrait être pensé
Substituez 'ensuite' : 'Nous dînerons d'abord, ensuite nous irons au théâtre.'|Nous dînerons d'abord, *puis* nous irons au théâtre. OU Nous dînerons d'abord, *après* nous irons au théâtre. OU Nous dînerons d'abord, *par la suite* nous irons au théâtre.
Identifiez la fonction de *ensuite* dans : 'Nous dînerons d'abord, *ensuite* nous irons au théâtre.'|Chronologie/succession - 'Ensuite' marque la deuxième étape dans une séquence temporelle
Remplacez 'en effet' : 'Il semble fatigué, en effet il a mal dormi.'|Il semble fatigué, *effectivement* il a mal dormi. OU Il semble fatigué, *de fait* il a mal dormi. OU Il semble fatigué, *car* il a mal dormi.
Déterminez le rôle de *en effet* dans : 'Il semble fatigué, *en effet* il a mal dormi.'|Confirmation/explication - 'En effet' confirme une observation en donnant l'explication
Substituez 'sinon' : 'Dépêche-toi, sinon tu seras en retard.'|Dépêche-toi, *autrement* tu seras en retard. OU Dépêche-toi, *sans quoi* tu seras en retard. OU Dépêche-toi, *faute de quoi* tu seras en retard.
Analysez la fonction de *sinon* dans : 'Dépêche-toi, *sinon* tu seras en retard.'|Condition/conséquence négative - 'Sinon' présente la conséquence fâcheuse en cas de non-action
Remplacez 'de même' : 'Marie étudie le français. De même, Paul apprend l'anglais.'|Marie étudie le français. *Pareillement*, Paul apprend l'anglais. OU Marie étudie le français. *Similairement*, Paul apprend l'anglais. OU Marie étudie le français. *De la même manière*, Paul apprend l'anglais.
Identifiez la fonction de *de même* dans : 'Marie étudie le français. *De même*, Paul apprend l'anglais.'|Comparaison/parallélisme - 'De même' établit une similitude entre les deux situations
Substituez 'afin que' : 'Je parle doucement afin que tu m'entendes bien.'|Je parle doucement *pour que* tu m'entendes bien. OU Je parle doucement *dans le but que* tu m'entendes bien. OU Je parle doucement *de sorte que* tu m'entendes bien.
Quelle relation exprime *afin que* dans : 'Je parle doucement *afin que* tu m'entendes bien' ?|But/finalité - 'Afin que' exprime l'intention ou l'objectif visé par l'action
Remplacez 'or' : 'Il devait venir à 8h, or il est 9h.'|Il devait venir à 8h, *mais* il est 9h. OU Il devait venir à 8h, *pourtant* il est 9h. OU Il devait venir à 8h, *cependant* il est 9h.
Analysez *or* dans : 'Il devait venir à 8h, *or* il est 9h.'|Opposition/objection - 'Or' présente un fait qui contredit ou s'oppose à l'attente
Substituez 'c'est pourquoi' : 'Il pleut, c'est pourquoi je reste à la maison.'|Il pleut, *donc* je reste à la maison. OU Il pleut, *par conséquent* je reste à la maison. OU Il pleut, *voilà pourquoi* je reste à la maison.
Déterminez la fonction de *c'est pourquoi* dans : 'Il pleut, *c'est pourquoi* je reste à la maison.'|Conséquence/résultat - 'C'est pourquoi' introduit la conséquence logique de la pluie
Remplacez 'jusqu'à ce que' : 'J'attendrai jusqu'à ce que tu reviennes.'|J'attendrai *tant que* tu ne seras pas revenu. OU J'attendrai *en attendant que* tu reviennes. OU J'attendrai le temps que tu reviennes (familier).
Identifiez le rôle de *jusqu'à ce que* dans : 'J'attendrai *jusqu'à ce que* tu reviennes.'|Temps/limite temporelle - 'Jusqu'à ce que' marque la durée jusqu'à un moment précis
Substituez 'malgré tout' : 'C'est risqué, malgré tout nous essaierons.'|C'est risqué, *néanmoins* nous essaierons. OU C'est risqué, *cependant* nous essaierons. OU C'est risqué, *quand même* nous essaierons.
Analysez *malgré tout* dans : 'C'est risqué, *malgré tout* nous essaierons.'|Opposition/détermination - 'Malgré tout' exprime la persistance malgré les obstacles
Remplacez 'en somme' : 'Il est intelligent, travailleur et honnête. En somme, c'est un bon employé.'|Il est intelligent, travailleur et honnête. *En résumé*, c'est un bon employé. OU Il est intelligent, travailleur et honnête. *Bref*, c'est un bon employé. OU Il est intelligent, travailleur et honnête. *En définitive*, c'est un bon employé.
Quelle fonction remplit *en somme* dans : 'Il est intelligent, travailleur et honnête. *En somme*, c'est un bon employé' ?|Synthèse/conclusion - 'En somme' résume ou conclut à partir des éléments précédents
Substituez 'du coup' : 'Il fait beau, du coup nous sortons.'|Il fait beau, *donc* nous sortons. OU Il fait beau, *alors* nous sortons. OU Il fait beau, *par conséquent* nous sortons.
Identifiez la relation exprimée par *du coup* dans : 'Il fait beau, *du coup* nous sortons.'|Conséquence immédiate - 'Du coup' (familier) marque une réaction directe à une situation
